segment_id,city_name,admin_ward,latitude,longitude,catchment_id,elevation_m,dem_source,land_use,soil_group,drainage_density_km_per_km2,storm_drain_proximity_m,storm_drain_type,rainfall_source,historical_rainfall_intensity_mm_hr,return_period_years,risk_labels
SEG-02418,"Seoul, South Korea",Zone X,37.563452,126.868098,CAT-158,43.54,Copernicus_EEA-10_v5,Green,C,4.24,205.6,CurbInlet,ERA5,25.8,2,monitor
SEG-02419,"Montreal, Canada",Ward D,45.538737,-73.618238,CAT-059,63.01,Copernicus_EEA-10_v5,Residential,D,2.66,157.5,GratedInlet,LocalGauge,36.7,25,sparse_drainage|event_2024-05-25
SEG-02420,"Brisbane, Australia",Sector 19,-27.617391,153.023557,CAT-050,72.35,Copernicus_GLO-90_v2022,Commercial,,4.12,150.6,Manhole,ERA5,38.7,5,monitor
SEG-02421,"Shenzhen, China",Borough East,22.533959,114.096474,CAT-112,28.68,SRTM_3arc,Residential,A,6.51,15.1,CurbInlet,Blended,56.7,10,monitor
SEG-02422,"Cape Town, South Africa",Ward F,-33.997565,18.392941,CAT-166,49.16,Copernicus_GLO-90_v2022,Residential,D,,51.5,None,Blended,15.4,2,monitor
SEG-02423,"Auckland, New Zealand",Ward J,-36.853111,174.846858,CAT-024,55.12,Copernicus_EEA-10_v5,Residential,D,,12.7,CurbInlet,Blended,12.9,2,monitor
SEG-02424,"Chennai, India",Ward G,13.044283,80.199049,CAT-037,15.3,Copernicus_GLO-30_v2023,Green,A,5.29,277.1,CurbInlet,Blended,78.9,25,monitor
SEG-02425,"Manila, Philippines",District 1,14.822936,120.967162,CAT-064,-0.71,Copernicus_GLO-30_v2023,Residential,B,5.56,27.3,Manhole,ERA5,62.6,10,low_lying|event_2023-07-31
SEG-02426,"Karachi, Pakistan",Zone IX,24.827221,67.138961,CAT-078,,Copernicus_EEA-10_v5,Commercial,B,3.81,10.2,GratedInlet,IMD,49.8,10,monitor
SEG-02427,"Rome, Italy",Borough Delta,41.81193,12.49272,CAT-012,62.61,Copernicus_EEA-10_v5,Roads,D,5.63,105.6,Manhole,,43.8,25,monitor
SEG-02428,"Kuala Lumpur, Malaysia",District 18,3.218409,101.70542,CAT-112,50.93,Copernicus_EEA-10_v5,Residential,B,3.1,61,Manhole,LocalGauge,118.3,5,extreme_rain_history
SEG-02429,"Auckland, New Zealand",District 4,-36.844023,174.720016,CAT-088,-3,Copernicus_GLO-30_v2023,Commercial,A,10.18,66.7,Manhole,LocalGauge,33.5,2,low_lying
SEG-02430,"Delhi, India",Sector 2,28.633431,77.187809,CAT-098,139.09,SRTM_3arc,Industrial,A,6.4,114.5,GratedInlet,IMD,20.2,100,monitor
SEG-02431,"Brisbane, Australia",Ward F,-27.507652,152.908336,CAT-120,90.85,SRTM_3arc,Residential,,7.36,12.4,GratedInlet,ERA5,51.1,2,monitor
SEG-02432,"Ahmedabad, India",Sector 15,23.115824,72.634627,CAT-056,0.56,Copernicus_GLO-30_v2023,Residential,C,4.81,,CurbInlet,LocalGauge,58.8,5,ponding_hotspot|low_lying
SEG-02433,"Colombo, Sri Lanka",Borough Harbor,6.997182,79.833708,CAT-154,7.91,SRTM_3arc,Green,A,,26.2,OpenChannel,LocalGauge,29.2,25,low_lying
SEG-02434,"San Francisco, USA",Sector 29,37.838897,-122.422256,CAT-036,136.89,SRTM_1arc,Water,D,1.4,156.3,OpenChannel,ERA5,63.1,2,sparse_drainage|event_2022-11-02
SEG-02435,"Lagos, Nigeria",District 4,6.522778,3.314364,CAT-088,13.99,Copernicus_GLO-30_v2023,Industrial,A,5.49,46.4,GratedInlet,,59.1,5,monitor
SEG-02436,"New York, USA",Ward J,40.522257,-74.015079,CAT-127,82.81,SRTM_1arc,Commercial,D,6.99,205.9,OpenChannel,IMD,48.9,10,monitor
SEG-02437,"Istanbul, Türkiye",Sector 27,41.016583,28.943572,CAT-082,-3,SRTM_3arc,Commercial,,9.67,,OpenChannel,ERA5,39.3,10,low_lying
SEG-02438,"Sydney, Australia",District 5,-33.836949,151.27067,CAT-166,6.35,SRTM_1arc,Residential,D,7.09,,Manhole,ERA5,18.8,5,low_lying
SEG-02439,"Auckland, New Zealand",Borough North,-36.811232,174.763513,CAT-070,67.63,Copernicus_GLO-30_v2023,Industrial,,5.29,,GratedInlet,ERA5,44.6,10,monitor
SEG-02440,"Istanbul, Türkiye",Sector 5,40.994182,29.001332,CAT-130,87.31,SRTM_1arc,Roads,,,80.6,CurbInlet,,53.6,25,monitor
SEG-02441,"Mexico City, Mexico",Sector 18,19.378011,-99.162304,CAT-141,-3,SRTM_1arc,Roads,C,7.33,,Manhole,ERA5,41.3,2,ponding_hotspot|low_lying
SEG-02442,"Kolkata, India",Ward I,22.583611,88.348279,CAT-121,52.13,SRTM_3arc,Institutional,B,5.67,20.7,CurbInlet,,48,2,monitor
SEG-02443,"Mumbai, India",Borough Central,19.122359,72.851145,CAT-089,7.75,SRTM_3arc,Residential,A,,,GratedInlet,ERA5,60.9,5,low_lying
SEG-02444,"Dhaka, Bangladesh",Borough West,23.787636,90.318316,CAT-009,36.13,SRTM_1arc,Green,A,4.39,186.2,CurbInlet,Blended,35.9,2,monitor
SEG-02445,"Washington DC, USA",Borough Central,39.042299,-77.024956,CAT-072,-3,Copernicus_GLO-90_v2022,Residential,B,2.45,432.1,None,Blended,16.8,5,low_lying|sparse_drainage
SEG-02446,"Bogotá, Colombia",Sector 1,4.695238,-74.196858,CAT-130,44.41,SRTM_1arc,Commercial,B,6.53,,OpenChannel,Blended,56.3,5,monitor
SEG-02447,"Auckland, New Zealand",Sector 15,-36.774273,174.803967,CAT-169,23.44,Copernicus_EEA-10_v5,Industrial,B,7.26,267.1,OpenChannel,,73.7,5,monitor
SEG-02448,"Karachi, Pakistan",Ward A,24.963957,66.985398,CAT-041,,Copernicus_EEA-10_v5,Mixed,B,9.7,,GratedInlet,,25.2,25,monitor
SEG-02449,"Manila, Philippines",District 29,14.675823,120.946278,CAT-164,15.34,SRTM_3arc,Roads,A,6.21,116.5,GratedInlet,,63.6,5,monitor
SEG-02450,"Brisbane, Australia",Sector 26,-27.507544,153.069348,CAT-047,62.47,SRTM_3arc,Institutional,D,6.27,380.5,Manhole,ERA5,18.8,2,monitor
SEG-02451,"Accra, Ghana",Sector 4,5.560207,-0.252295,CAT-007,-3,SRTM_1arc,Residential,B,4.29,74.1,GratedInlet,,66.1,25,ponding_hotspot|low_lying
SEG-02452,"Paris, France",Sector 8,48.88787,2.25333,CAT-019,40.5,SRTM_1arc,Green,,,128.8,None,ERA5,26.3,10,monitor
SEG-02453,"Taipei, Taiwan",Zone VI,25.049711,121.54844,CAT-026,80.96,Copernicus_GLO-30_v2023,Commercial,D,7.21,83.9,Manhole,ERA5,54.3,5,monitor
SEG-02454,"Taipei, Taiwan",District 28,25.021944,121.578472,CAT-177,72.7,Copernicus_GLO-90_v2022,Industrial,,6.02,,GratedInlet,ERA5,41.8,2,monitor
SEG-02455,"Hong Kong, China",District 21,22.334683,114.229712,CAT-126,0.14,SRTM_3arc,Industrial,,4.98,65,Manhole,LocalGauge,117.4,50,ponding_hotspot|extreme_rain_history|low_lying
SEG-02456,"Barcelona, Spain",Zone IV,41.391097,2.191819,CAT-162,-3,Copernicus_GLO-90_v2022,Mixed,C,6.94,23.5,GratedInlet,,30.1,25,ponding_hotspot|low_lying
SEG-02457,"Mexico City, Mexico",Ward E,19.457372,-99.22434,CAT-044,,Copernicus_GLO-30_v2023,Residential,A,6.12,32.9,CurbInlet,ERA5,24.1,2,monitor
SEG-02458,"Osaka, Japan",District 17,34.675014,135.503691,CAT-071,11.75,Copernicus_GLO-30_v2023,Mixed,D,,,CurbInlet,ERA5,49.2,50,monitor
SEG-02459,"Dubai, UAE",Sector 26,25.15442,55.204265,CAT-028,88.08,SRTM_1arc,Residential,A,3.21,35.6,Manhole,IMD,16.2,5,monitor
SEG-02460,"Copenhagen, Denmark",Ward F,55.729662,12.540288,CAT-127,55.18,SRTM_1arc,Residential,D,5.52,,GratedInlet,ERA5,15.3,25,monitor
SEG-02461,"Doha, Qatar",District 18,25.281606,51.617506,CAT-002,35.13,SRTM_1arc,Industrial,D,,31.6,Manhole,Blended,8.4,10,monitor
SEG-02462,"Vancouver, Canada",District 25,49.20617,-123.112924,CAT-032,-0.96,Copernicus_GLO-30_v2023,Residential,B,7.89,114.1,CurbInlet,ERA5,20.3,25,low_lying
SEG-02463,"Hanoi, Vietnam",District 12,20.974585,105.832202,CAT-011,10.77,SRTM_1arc,Roads,,8.68,56.1,CurbInlet,Blended,150,50,ponding_hotspot|extreme_rain_history|event_2023-02-27
SEG-02464,"Paris, France",Borough Riverside,48.889937,2.29555,CAT-168,58.5,SRTM_1arc,Roads,,,,OpenChannel,Blended,34.8,5,monitor
SEG-02465,"Tokyo, Japan",Ward A,35.628516,139.642413,CAT-052,35.23,SRTM_1arc,Commercial,D,5.56,32.2,CurbInlet,ERA5,19.3,25,monitor
SEG-02466,"Brisbane, Australia",Zone V,-27.518255,153.034794,CAT-093,10.13,SRTM_3arc,Commercial,D,5.99,,CurbInlet,ERA5,29.7,25,monitor
SEG-02467,"Bengaluru, India",Borough East,13.035751,77.605745,CAT-056,45.93,Copernicus_EEA-10_v5,Industrial,D,10.5,19.4,Manhole,Blended,35.5,5,monitor
SEG-02468,"Washington DC, USA",District 15,38.836712,-77.127056,CAT-172,-3,Copernicus_EEA-10_v5,Institutional,C,6.39,,GratedInlet,IMD,16.6,25,low_lying|event_2025-03-09
SEG-02469,"Bangkok, Thailand",Ward H,13.837147,100.459041,CAT-122,17.35,Copernicus_EEA-10_v5,Residential,D,,243.1,None,LocalGauge,94,50,extreme_rain_history|event_2024-04-12
SEG-02470,"Singapore, Singapore",Sector 18,1.32176,103.810353,CAT-117,-3,SRTM_3arc,Residential,B,3.26,140.4,CurbInlet,LocalGauge,110.1,25,ponding_hotspot|extreme_rain_history|low_lying|event_2023-05-07
SEG-02471,"Chennai, India",Sector 25,12.937214,80.26766,CAT-163,5.65,SRTM_1arc,Institutional,A,4.07,105.7,GratedInlet,ERA5,56.3,50,low_lying
SEG-02472,"Chennai, India",Sector 15,13.215859,80.305791,CAT-169,9.09,Copernicus_EEA-10_v5,Roads,A,7.35,84.3,GratedInlet,Blended,59.7,25,monitor
SEG-02473,"Riyadh, Saudi Arabia",Ward G,24.665584,46.706868,CAT-177,16.61,Copernicus_EEA-10_v5,Commercial,A,4.7,,CurbInlet,IMD,13.8,2,monitor
SEG-02474,"Hamburg, Germany",Borough Central,53.576426,9.892451,CAT-022,-3,SRTM_3arc,Green,B,6.34,156.2,CurbInlet,ERA5,44.1,5,low_lying
SEG-02475,"New York, USA",District 12,40.812788,-74.086715,CAT-025,43.72,Copernicus_GLO-90_v2022,Green,B,4.47,40.8,GratedInlet,Blended,40.8,50,monitor
SEG-02476,"Dubai, UAE",Zone IX,25.178588,55.266147,CAT-115,89.18,Copernicus_GLO-90_v2022,Commercial,D,6.4,109.8,CurbInlet,ERA5,14.6,50,monitor
SEG-02477,"Bengaluru, India",Sector 17,13.063091,77.510252,CAT-168,-3,Copernicus_EEA-10_v5,Residential,B,3.69,26.1,GratedInlet,IMD,58.6,25,ponding_hotspot|low_lying
SEG-02478,"Auckland, New Zealand",Borough East,-36.862003,174.81384,CAT-093,5.52,Copernicus_GLO-30_v2023,Mixed,C,8.39,58.8,Manhole,IMD,52.8,50,low_lying
SEG-02479,"Lagos, Nigeria",Sector 11,6.593112,3.436032,CAT-105,8.53,Copernicus_GLO-30_v2023,Residential,B,4.3,9.8,CurbInlet,Blended,79.6,25,monitor
SEG-02480,"Mexico City, Mexico",District 12,19.521967,-99.173117,CAT-094,29.3,Copernicus_GLO-30_v2023,Roads,D,7.74,83.6,Manhole,Blended,38.1,2,monitor
SEG-02481,"Dubai, UAE",Borough West,25.223319,55.202678,CAT-118,84.53,Copernicus_EEA-10_v5,Industrial,B,7.66,62.7,Manhole,LocalGauge,11.1,2,monitor
SEG-02482,"Lagos, Nigeria",Ward G,6.394588,3.353792,CAT-090,30.67,SRTM_3arc,Roads,B,7.31,424.1,None,Blended,69,5,monitor
SEG-02483,"Copenhagen, Denmark",Borough Riverside,55.693958,12.517207,CAT-165,43.53,SRTM_3arc,Industrial,D,10.13,52.9,GratedInlet,ERA5,30.5,10,monitor
SEG-02484,"Copenhagen, Denmark",Sector 21,55.728828,12.508908,CAT-153,43.79,Copernicus_EEA-10_v5,Roads,,7.12,35,Manhole,ERA5,31,5,monitor
SEG-02485,"Hanoi, Vietnam",Borough Hillside,21.06725,105.884743,CAT-087,22.69,Copernicus_EEA-10_v5,Green,C,7.02,128.4,Manhole,ERA5,65.5,2,monitor
SEG-02486,"Tokyo, Japan",Ward J,35.741148,139.552366,CAT-149,24.58,SRTM_1arc,Roads,D,9.25,26.6,GratedInlet,IMD,37.7,10,monitor
SEG-02487,"Miami, USA",District 25,25.755787,-80.24166,CAT-071,21.92,Copernicus_EEA-10_v5,Residential,A,4.57,102.3,CurbInlet,,74.2,5,monitor
SEG-02488,"Rome, Italy",Ward B,41.80631,12.423265,CAT-122,44.51,SRTM_1arc,Commercial,B,6.29,10.6,CurbInlet,LocalGauge,27.9,5,monitor
SEG-02489,"Dubai, UAE",Zone I,25.25657,55.289775,CAT-137,1.49,SRTM_3arc,Commercial,B,6.62,112.1,GratedInlet,ERA5,13.2,25,low_lying
SEG-02490,"Jakarta, Indonesia",District 18,-6.111608,106.807549,CAT-163,20.22,Copernicus_GLO-30_v2023,Commercial,C,3.63,230.6,GratedInlet,ERA5,103.6,25,extreme_rain_history
SEG-02491,"Colombo, Sri Lanka",District 26,6.925209,79.788901,CAT-127,-3,SRTM_1arc,Commercial,A,9.61,13.2,Manhole,ERA5,39.6,2,low_lying
SEG-02492,"Karachi, Pakistan",Borough Old Town,24.970388,67.105535,CAT-014,5.44,Copernicus_EEA-10_v5,Commercial,,5.08,91.8,Manhole,ERA5,46.4,10,low_lying
SEG-02493,"Pune, India",Zone X,18.507924,73.874058,CAT-053,71.9,SRTM_3arc,Industrial,,7.87,81.9,GratedInlet,ERA5,48.3,50,monitor
SEG-02494,"Taipei, Taiwan",Zone V,25.040224,121.573341,CAT-004,52.61,Copernicus_EEA-10_v5,Residential,A,5.38,55,CurbInlet,ERA5,20.7,10,monitor
SEG-02495,"Shenzhen, China",Zone II,22.573148,114.048364,CAT-014,-1.54,SRTM_1arc,Residential,,4.14,313,OpenChannel,ERA5,29,2,low_lying
SEG-02496,"Jakarta, Indonesia",Sector 21,-6.24784,106.806241,CAT-144,14.21,Copernicus_GLO-90_v2022,Mixed,A,3.79,78.8,GratedInlet,Blended,86.1,10,extreme_rain_history
SEG-02497,"Vancouver, Canada",Zone II,49.331035,-123.069503,CAT-065,1.22,Copernicus_EEA-10_v5,Residential,C,7.7,128.5,CurbInlet,ERA5,20.2,100,low_lying
SEG-02498,"Athens, Greece",District 1,38.077053,23.834931,CAT-036,31.66,Copernicus_GLO-30_v2023,Green,,5.29,,CurbInlet,ERA5,36.7,2,monitor
SEG-02499,"Durban, South Africa",Ward B,-29.843438,30.990436,CAT-096,72.94,SRTM_3arc,Water,C,2.69,244.5,Manhole,,44,10,sparse_drainage
SEG-02500,"Dhaka, Bangladesh",District 28,23.822554,90.452783,CAT-142,45.31,SRTM_3arc,Residential,B,,116.6,Manhole,LocalGauge,92.5,50,extreme_rain_history
SEG-02501,"Kuala Lumpur, Malaysia",Sector 24,3.032328,101.657289,CAT-035,56.42,SRTM_1arc,Green,C,3.1,114.1,Manhole,ERA5,81.5,5,extreme_rain_history
SEG-02502,"Singapore, Singapore",Ward B,1.397125,103.838353,CAT-139,17.06,SRTM_1arc,Roads,A,11.74,247.3,OpenChannel,Blended,56.3,10,monitor
SEG-02503,"Barcelona, Spain",Borough Central,41.356949,2.331447,CAT-013,16.76,SRTM_3arc,Commercial,C,8.36,44.5,CurbInlet,LocalGauge,39.9,5,monitor
SEG-02504,"Copenhagen, Denmark",Ward F,55.696285,12.628094,CAT-146,15.92,SRTM_1arc,Roads,A,7.16,294.9,OpenChannel,IMD,26.8,10,monitor
SEG-02505,"Hamburg, Germany",Borough North,53.597784,10.033657,CAT-092,72.68,Copernicus_GLO-30_v2023,Informal,B,8.88,236.2,Manhole,ERA5,23.6,2,monitor
SEG-02506,"Washington DC, USA",Zone VIII,38.790622,-77.029956,CAT-163,7.4,SRTM_3arc,Industrial,A,10.07,,CurbInlet,IMD,33.9,5,low_lying
SEG-02507,"Delhi, India",District 18,28.581175,77.222002,CAT-125,79.44,SRTM_1arc,Commercial,A,9.98,367.1,OpenChannel,Blended,30.2,5,monitor
SEG-02508,"Philadelphia, USA",Ward F,39.893928,-75.105524,CAT-057,-3,Copernicus_EEA-10_v5,Commercial,A,7.21,38.2,GratedInlet,ERA5,41.8,25,low_lying
SEG-02509,"Karachi, Pakistan",Sector 19,24.739964,67.098925,CAT-018,,SRTM_3arc,Water,B,7.83,248.4,GratedInlet,,75,100,monitor
SEG-02510,"Lima, Peru",District 22,-12.019781,-77.194553,CAT-063,44.73,SRTM_3arc,Residential,B,8.15,98.8,CurbInlet,ERA5,44.9,5,monitor
SEG-02511,"Lagos, Nigeria",Ward A,6.578388,3.347453,CAT-041,2.04,Copernicus_EEA-10_v5,Residential,D,5.41,218.9,OpenChannel,Blended,54.2,2,ponding_hotspot|low_lying|event_2024-12-02
SEG-02512,"Hamburg, Germany",District 1,53.400215,9.935569,CAT-111,92.56,Copernicus_GLO-30_v2023,Industrial,A,8.51,3.6,CurbInlet,LocalGauge,52.1,10,monitor
SEG-02513,"New York, USA",District 24,40.743956,-73.950251,CAT-112,1.67,Copernicus_GLO-30_v2023,Residential,B,8.06,258.1,None,ERA5,18,2,low_lying
SEG-02514,"Jakarta, Indonesia",Sector 8,-6.178563,106.81276,CAT-091,10.26,Copernicus_GLO-30_v2023,Roads,B,7.77,267.4,None,Blended,75.1,10,monitor
SEG-02515,"Hyderabad, India",District 23,17.446934,78.484703,CAT-123,17.73,SRTM_3arc,Industrial,D,8.56,60.4,CurbInlet,ERA5,19.4,25,monitor
SEG-02516,"Guangzhou, China",Sector 9,23.088397,113.239884,CAT-005,,SRTM_1arc,Roads,,10.78,372.8,None,IMD,91.2,50,extreme_rain_history
SEG-02517,"Nairobi, Kenya",Ward F,-1.345898,36.88653,CAT-165,37.98,Copernicus_GLO-30_v2023,Roads,B,6.81,52.6,Manhole,ERA5,37,2,monitor
SEG-02518,"Dhaka, Bangladesh",District 19,23.738904,90.458215,CAT-051,52.8,Copernicus_GLO-30_v2023,Residential,B,6.27,7.7,OpenChannel,ERA5,57.7,5,monitor
SEG-02519,"Delhi, India",Zone VIII,28.751962,77.291466,CAT-091,41.45,SRTM_3arc,Residential,C,5.34,86.3,Manhole,ERA5,41.1,25,monitor
SEG-02520,"Ho Chi Minh City, Vietnam",Borough East,10.817452,106.71885,CAT-076,48.15,SRTM_1arc,Residential,,7.55,107.1,CurbInlet,LocalGauge,64.7,5,monitor
SEG-02521,"Ho Chi Minh City, Vietnam",Ward I,10.653499,106.632828,CAT-104,43.3,SRTM_3arc,Residential,C,2.42,134,GratedInlet,ERA5,46.1,100,sparse_drainage
SEG-02522,"Istanbul, Türkiye",Borough West,40.933669,28.859613,CAT-159,51.23,Copernicus_EEA-10_v5,Roads,B,6.38,211.9,OpenChannel,,32.9,10,monitor
SEG-02523,"Rio de Janeiro, Brazil",Borough Harbor,-22.885275,-43.221929,CAT-071,10.88,Copernicus_GLO-30_v2023,Informal,B,4.75,154,GratedInlet,ERA5,28.8,2,monitor
SEG-02524,"Mumbai, India",District 17,19.181847,72.891275,CAT-160,0.41,Copernicus_GLO-30_v2023,Institutional,D,5.92,157.1,GratedInlet,ERA5,68.6,10,ponding_hotspot|low_lying|event_2025-01-02
SEG-02525,"Singapore, Singapore",Ward B,1.355684,103.815568,CAT-068,14.62,SRTM_1arc,Commercial,C,7.77,129.9,GratedInlet,IMD,83.6,100,extreme_rain_history
SEG-02526,"Bangkok, Thailand",Borough North,13.650876,100.412787,CAT-068,17.35,Copernicus_EEA-10_v5,Residential,B,5.57,116.2,CurbInlet,ERA5,53.6,25,monitor
SEG-02527,"Tehran, Iran",Sector 1,35.663038,51.416521,CAT-148,63.07,SRTM_3arc,Residential,A,7.58,10.6,CurbInlet,ERA5,25.9,25,monitor
SEG-02528,"Manila, Philippines",Sector 2,14.700704,120.832512,CAT-159,10.04,SRTM_1arc,Industrial,D,8.28,130.2,OpenChannel,Blended,99.9,50,ponding_hotspot|extreme_rain_history
SEG-02529,"Philadelphia, USA",Zone V,39.893735,-75.246275,CAT-116,32.66,SRTM_3arc,Green,B,5.05,223.3,Manhole,LocalGauge,37.5,10,monitor
SEG-02530,"Amsterdam, Netherlands",District 15,52.310917,4.952228,CAT-087,,Copernicus_GLO-30_v2023,Residential,A,7.94,,GratedInlet,,28.6,2,monitor
SEG-02531,"Houston, USA",District 22,29.750592,-95.404389,CAT-160,83.31,Copernicus_EEA-10_v5,Roads,,5.83,23.8,Manhole,IMD,65.9,10,monitor
SEG-02532,"Athens, Greece",District 30,38.000329,23.764904,CAT-177,94.05,SRTM_3arc,Green,A,4.32,32,CurbInlet,IMD,50.8,10,monitor
SEG-02533,"Guangzhou, China",District 15,23.119836,113.24621,CAT-088,7.17,SRTM_3arc,Roads,B,9.26,139.4,OpenChannel,ERA5,80,25,extreme_rain_history|low_lying
SEG-02534,"Tokyo, Japan",Sector 11,35.833125,139.668805,CAT-146,44.73,Copernicus_GLO-30_v2023,Mixed,D,6.35,419.5,None,ERA5,21,25,monitor
SEG-02535,"Chennai, India",Sector 20,13.016503,80.272738,CAT-056,,Copernicus_GLO-30_v2023,Residential,,2.32,56,Manhole,ERA5,85.4,50,extreme_rain_history|sparse_drainage|event_2023-02-06
SEG-02536,"Athens, Greece",Zone VII,37.844191,23.775213,CAT-038,35.29,SRTM_1arc,Industrial,D,9.88,54.7,Manhole,LocalGauge,33.9,50,monitor
SEG-02537,"Hyderabad, India",Ward F,17.38072,78.458124,CAT-055,14.83,Copernicus_EEA-10_v5,Commercial,B,7.91,117.1,GratedInlet,IMD,30,50,monitor
SEG-02538,"Ahmedabad, India",Borough Delta,23.054156,72.51075,CAT-062,-3,Copernicus_GLO-30_v2023,Residential,B,6.87,133.8,GratedInlet,ERA5,15.2,2,low_lying
SEG-02539,"Sao Paulo, Brazil",Sector 12,-23.528036,-46.55215,CAT-080,73.22,SRTM_3arc,Industrial,D,2.91,83.8,GratedInlet,ERA5,55.8,25,sparse_drainage|event_2024-01-02
SEG-02540,"Copenhagen, Denmark",Borough East,55.613494,12.52263,CAT-062,-3,Copernicus_GLO-30_v2023,Residential,,6.17,48.6,GratedInlet,LocalGauge,28.5,2,low_lying
SEG-02541,"Kolkata, India",District 19,22.549886,88.443252,CAT-081,115.16,Copernicus_GLO-90_v2022,Mixed,C,4.16,56.7,Manhole,ERA5,34.7,25,monitor
SEG-02542,"Guangzhou, China",District 23,23.146786,113.149008,CAT-103,7.13,Copernicus_GLO-30_v2023,Residential,A,,2.4,CurbInlet,ERA5,50.6,10,low_lying
SEG-02543,"Auckland, New Zealand",District 10,-36.865768,174.820234,CAT-064,-3,Copernicus_GLO-30_v2023,Green,B,5.02,63.3,OpenChannel,IMD,25.8,50,low_lying
SEG-02544,"San Francisco, USA",District 15,37.757627,-122.456186,CAT-005,101.24,SRTM_3arc,Commercial,C,5.74,67.9,GratedInlet,Blended,32.2,5,monitor
SEG-02545,"Shanghai, China",Zone VI,31.198221,121.374789,CAT-168,9.07,Copernicus_GLO-30_v2023,Green,B,4.41,20.5,CurbInlet,,26.5,10,monitor
SEG-02546,"Singapore, Singapore",Borough Riverside,1.30593,103.844515,CAT-120,15.39,SRTM_3arc,Industrial,A,,88,Manhole,LocalGauge,77.4,10,monitor
SEG-02547,"Manila, Philippines",Sector 17,14.67274,121.037917,CAT-060,7.58,Copernicus_GLO-30_v2023,Residential,A,6.33,,OpenChannel,ERA5,59.5,2,low_lying
SEG-02548,"Tehran, Iran",Ward G,35.761448,51.256191,CAT-123,38.95,SRTM_3arc,Industrial,A,5.26,65.2,Manhole,Blended,42.8,10,monitor
SEG-02549,"Durban, South Africa",Sector 8,-29.794193,30.906022,CAT-077,15.66,Copernicus_GLO-90_v2022,Institutional,C,2.9,565.4,None,LocalGauge,22.9,5,sparse_drainage
SEG-02550,"Bangkok, Thailand",Ward A,13.638863,100.510476,CAT-117,-3,Copernicus_GLO-90_v2022,Residential,C,3.11,223.5,OpenChannel,ERA5,43.2,10,ponding_hotspot|low_lying|event_2024-07-26
SEG-02551,"Lagos, Nigeria",Ward H,6.480796,3.357132,CAT-173,8.84,Copernicus_EEA-10_v5,Institutional,A,4.95,304.4,Manhole,IMD,128.8,25,extreme_rain_history|event_2022-05-08
SEG-02552,"Guangzhou, China",Borough Riverside,23.04878,113.282579,CAT-142,23.85,SRTM_3arc,Commercial,B,,198.3,OpenChannel,Blended,85.5,25,extreme_rain_history
SEG-02553,"Ahmedabad, India",Zone VI,22.990506,72.489141,CAT-107,35.58,Copernicus_EEA-10_v5,Residential,C,7.28,89.9,GratedInlet,IMD,39.3,50,monitor
SEG-02554,"Dubai, UAE",District 30,25.193837,55.316052,CAT-130,2.08,Copernicus_GLO-30_v2023,Green,B,5.17,167.5,CurbInlet,ERA5,8.6,2,low_lying
SEG-02555,"San Francisco, USA",Ward G,37.770684,-122.339203,CAT-002,-3,SRTM_3arc,Residential,C,6.39,86.9,OpenChannel,ERA5,89.3,50,ponding_hotspot|extreme_rain_history|low_lying
SEG-02556,"Miami, USA",Sector 3,25.861584,-80.202591,CAT-162,17.46,Copernicus_GLO-30_v2023,Industrial,B,4.65,81.2,CurbInlet,IMD,52.1,25,monitor
SEG-02557,"Shenzhen, China",Sector 6,22.571797,114.276343,CAT-037,17.08,Copernicus_EEA-10_v5,Residential,C,4.3,29,OpenChannel,ERA5,125,25,extreme_rain_history
SEG-02558,"Ho Chi Minh City, Vietnam",Zone VIII,10.877165,106.56428,CAT-136,95.53,Copernicus_GLO-30_v2023,Industrial,,9.32,35,CurbInlet,IMD,96.5,25,extreme_rain_history
SEG-02559,"Rome, Italy",Borough Hillside,41.842972,12.4455,CAT-043,89.21,Copernicus_GLO-30_v2023,Green,,7.46,110.8,CurbInlet,ERA5,38.1,5,monitor
SEG-02560,"Singapore, Singapore",Zone VI,1.322321,103.694293,CAT-163,10.5,Copernicus_GLO-30_v2023,Industrial,C,8.82,58.6,CurbInlet,ERA5,29,50,monitor
SEG-02561,"Vancouver, Canada",District 10,49.281841,-123.123581,CAT-005,18.62,Copernicus_GLO-30_v2023,Mixed,D,4.4,47.1,Manhole,ERA5,32.2,2,monitor
SEG-02562,"Athens, Greece",District 30,37.946921,23.726388,CAT-175,73.75,SRTM_3arc,Industrial,D,,100.3,GratedInlet,LocalGauge,29.1,10,monitor
SEG-02563,"Chennai, India",Sector 29,13.071353,80.225325,CAT-061,5.44,Copernicus_EEA-10_v5,Residential,B,7.59,325,OpenChannel,ERA5,87,25,extreme_rain_history|low_lying
SEG-02564,"Dhaka, Bangladesh",Borough Hillside,23.922787,90.280409,CAT-113,61.29,Copernicus_GLO-30_v2023,Industrial,C,4.29,30.6,CurbInlet,LocalGauge,55.1,25,monitor
SEG-02565,"Manila, Philippines",Ward F,14.580639,120.962629,CAT-034,28.8,Copernicus_GLO-90_v2022,Water,B,5.55,412.4,Manhole,ERA5,66.7,50,monitor
SEG-02566,"Manila, Philippines",Ward I,14.608816,120.933539,CAT-166,2.47,Copernicus_GLO-30_v2023,Industrial,,8.29,52.9,GratedInlet,Blended,41.2,5,low_lying
