latitude,longitude,elevation,drainage_density,storm_drain_distance,rainfall_intensity,return_period,city_name,admin_ward,dem_source,land_use,soil_group,storm_drain_type,rainfall_source,flood_risk_level
48.849946,2.302564,28.62,6.02,112.9,64.6,25,"Paris, France",Sector 12,Copernicus_EEA-10_v5,Residential,B,,LocalGauge,Low
19.387161,-99.211268,-3.0,10.48,98.8,48.4,50,"Mexico City, Mexico",Borough Harbor,Copernicus_GLO-30_v2023,Industrial,,Manhole,LocalGauge,High
14.603027,120.987074,13.84,8.49,65.5,79.6,5,"Manila, Philippines",District 8,Copernicus_GLO-30_v2023,Commercial,,GratedInlet,IMD,Low
35.614035,139.557341,-2.91,2.84,23.4,33.4,5,"Tokyo, Japan",District 2,Copernicus_GLO-30_v2023,Residential,A,Manhole,IMD,High
19.428049,-99.209168,69.84,7.73,64.7,30.1,2,"Mexico City, Mexico",Borough Delta,Copernicus_EEA-10_v5,Residential,,CurbInlet,IMD,Low
4.71733,-74.179593,47.77,4.51,324.0,37.4,5,"Bogotá, Colombia",Borough Harbor,SRTM_3arc,Commercial,B,OpenChannel,IMD,Low
-33.858642,18.407795,53.81,7.84,91.6,24.1,10,"Cape Town, South Africa",Borough Hillside,Copernicus_EEA-10_v5,Residential,C,GratedInlet,ERA5,Low
4.726781,-74.105088,124.78,,104.3,42.3,5,"Bogotá, Colombia",District 20,Copernicus_GLO-90_v2022,Residential,D,GratedInlet,ERA5,Low
39.937116,-75.279967,26.19,9.69,65.7,16.8,10,"Philadelphia, USA",Zone IX,Copernicus_GLO-90_v2022,Industrial,A,GratedInlet,Blended,Low
-29.900143,31.002225,38.72,2.71,145.3,20.6,5,"Durban, South Africa",District 15,Copernicus_GLO-30_v2023,Green,B,OpenChannel,ERA5,Moderate
19.090451,72.879029,13.08,10.48,35.2,103.2,10,"Mumbai, India",Sector 13,SRTM_1arc,Commercial,B,CurbInlet,ERA5,Moderate
25.707607,-80.284818,,7.36,,39.4,5,"Miami, USA",Borough North,Copernicus_EEA-10_v5,Residential,D,CurbInlet,Blended,Low
45.552662,-73.587886,-3.0,4.99,73.5,32.7,10,"Montreal, Canada",Borough West,Copernicus_EEA-10_v5,Roads,D,GratedInlet,ERA5,High
52.354225,4.966751,21.2,3.31,116.2,26.5,10,"Amsterdam, Netherlands",Ward I,Copernicus_GLO-90_v2022,Industrial,C,CurbInlet,IMD,Low
35.555876,139.676039,53.25,4.98,345.1,21.7,5,"Tokyo, Japan",District 17,SRTM_3arc,Roads,C,,IMD,Low
40.983225,29.027029,-3.0,4.86,179.0,22.4,10,"Istanbul, Türkiye",District 19,SRTM_1arc,Green,D,CurbInlet,LocalGauge,High
21.032627,105.818381,32.89,8.33,56.5,82.9,25,"Hanoi, Vietnam",Borough Old Town,Copernicus_EEA-10_v5,Roads,D,CurbInlet,Blended,Moderate
-34.573344,-58.423029,71.92,8.95,80.3,11.7,2,"Buenos Aires, Argentina",Zone III,Copernicus_GLO-90_v2022,Commercial,C,Manhole,Blended,Low
38.025192,23.594532,0.57,7.1,82.6,43.6,2,"Athens, Greece",Ward A,Copernicus_GLO-90_v2022,Mixed,D,CurbInlet,Blended,Very High
23.077116,113.164569,18.45,8.11,69.7,40.0,2,"Guangzhou, China",Zone V,Copernicus_GLO-30_v2023,Residential,D,CurbInlet,IMD,Low
13.714462,100.599855,11.45,7.5,284.6,61.6,2,"Bangkok, Thailand",Ward E,SRTM_1arc,Industrial,A,OpenChannel,ERA5,Low
-1.28514,36.89165,3.03,10.95,129.3,20.2,10,"Nairobi, Kenya",Borough West,Copernicus_GLO-90_v2022,Informal,D,OpenChannel,ERA5,High
41.353431,2.210294,23.04,9.95,65.2,66.4,5,"Barcelona, Spain",District 4,Copernicus_GLO-30_v2023,Roads,B,Manhole,Blended,Low
49.414537,-123.172791,14.84,4.13,63.4,37.9,2,"Vancouver, Canada",Sector 23,Copernicus_GLO-90_v2022,Residential,A,GratedInlet,LocalGauge,Low
23.123674,113.242171,32.0,6.92,17.6,49.7,5,"Guangzhou, China",Ward C,SRTM_3arc,Residential,C,Manhole,IMD,Low
17.414971,78.445944,17.06,5.66,,22.5,25,"Hyderabad, India",Zone IV,SRTM_1arc,Roads,D,GratedInlet,ERA5,Low
51.976994,4.404026,1.31,8.0,66.3,85.6,2,"Rotterdam, Netherlands",Zone I,SRTM_1arc,Roads,A,Manhole,ERA5,High
19.012414,73.004597,19.16,,,61.6,50,"Mumbai, India",Zone V,Copernicus_EEA-10_v5,Residential,B,OpenChannel,LocalGauge,Low
-22.888814,-43.235628,5.85,7.91,52.0,39.7,5,"Rio de Janeiro, Brazil",Zone V,Copernicus_GLO-30_v2023,Roads,,Manhole,IMD,High
41.966913,12.480707,78.15,7.49,63.4,46.1,5,"Rome, Italy",Zone VI,SRTM_1arc,Residential,D,CurbInlet,ERA5,Low
51.981314,4.463838,22.15,5.95,264.5,40.8,2,"Rotterdam, Netherlands",Borough East,SRTM_1arc,Water,D,OpenChannel,IMD,Low
24.805292,66.910294,21.6,7.83,46.2,31.3,10,"Karachi, Pakistan",Sector 23,SRTM_3arc,Roads,A,CurbInlet,,Low
18.433068,73.815346,56.79,3.89,131.2,28.2,2,"Pune, India",Zone VI,Copernicus_GLO-30_v2023,Green,B,CurbInlet,ERA5,Low
14.589462,121.012834,17.92,5.01,113.2,43.2,2,"Manila, Philippines",District 1,SRTM_3arc,Roads,B,Manhole,LocalGauge,Low
13.079066,80.226509,-3.0,4.78,2.7,58.7,5,"Chennai, India",District 7,Copernicus_GLO-30_v2023,Residential,C,OpenChannel,LocalGauge,Very High
24.863433,46.676966,55.21,7.7,,10.2,10,"Riyadh, Saudi Arabia",District 14,SRTM_3arc,Residential,C,Manhole,ERA5,Low
48.857643,2.337157,89.94,7.86,186.7,55.9,25,"Paris, France",Sector 17,SRTM_3arc,Institutional,C,OpenChannel,,Low
3.199504,101.748813,18.07,7.6,31.4,38.4,10,"Kuala Lumpur, Malaysia",Ward H,SRTM_3arc,Residential,,GratedInlet,ERA5,Low
-6.263213,106.99687,9.14,6.95,444.1,46.6,50,"Jakarta, Indonesia",Sector 8,Copernicus_GLO-30_v2023,Green,C,,Blended,Low
24.743011,67.009559,59.69,3.4,,42.8,2,"Karachi, Pakistan",District 30,Copernicus_EEA-10_v5,Green,C,CurbInlet,,Low
1.363706,103.834076,8.39,7.24,157.7,50.0,2,"Singapore, Singapore",District 4,Copernicus_GLO-30_v2023,Commercial,A,Manhole,ERA5,Low
25.752475,-80.112103,4.49,3.97,,103.8,50,"Miami, USA",Ward D,SRTM_1arc,Residential,C,CurbInlet,ERA5,High
25.261039,51.503632,67.6,5.35,139.1,13.6,5,"Doha, Qatar",District 15,Copernicus_EEA-10_v5,Residential,D,OpenChannel,ERA5,Low
39.8863,-75.228163,101.36,7.06,66.2,48.4,2,"Philadelphia, USA",Borough Riverside,SRTM_3arc,Residential,C,OpenChannel,Blended,Low
-29.85575,31.064617,-3.0,3.25,86.6,26.4,10,"Durban, South Africa",Zone V,SRTM_1arc,Residential,D,CurbInlet,IMD,Very High
40.706011,-73.973711,56.04,,75.4,25.6,5,"New York, USA",Ward D,Copernicus_GLO-30_v2023,Roads,B,GratedInlet,ERA5,Low
51.887277,4.491502,9.57,5.45,61.0,28.9,10,"Rotterdam, Netherlands",Sector 14,SRTM_3arc,Commercial,A,CurbInlet,ERA5,Low
49.273406,-122.946161,11.92,4.97,26.8,45.9,10,"Vancouver, Canada",District 26,Copernicus_EEA-10_v5,Residential,A,CurbInlet,ERA5,Low
-34.611733,-58.371467,55.55,,77.5,44.1,5,"Buenos Aires, Argentina",Ward H,SRTM_1arc,Industrial,,GratedInlet,LocalGauge,Low
52.018151,4.611293,11.83,4.11,139.4,35.0,2,"Rotterdam, Netherlands",Ward D,Copernicus_GLO-90_v2022,Green,B,Manhole,ERA5,Low
40.654663,-74.021046,87.5,5.07,115.8,38.1,50,"New York, USA",Zone III,Copernicus_EEA-10_v5,Residential,B,Manhole,Blended,Low
49.265586,-123.292949,9.66,5.94,23.8,67.4,10,"Vancouver, Canada",Zone III,Copernicus_GLO-30_v2023,Commercial,C,Manhole,ERA5,Low
18.396367,73.851769,,9.98,198.8,21.9,2,"Pune, India",Borough North,SRTM_1arc,Roads,B,GratedInlet,Blended,Low
35.810711,51.293965,47.38,3.46,128.2,30.9,5,"Tehran, Iran",Sector 24,SRTM_1arc,Residential,B,CurbInlet,LocalGauge,Low
-29.900187,31.052266,83.92,5.89,136.4,25.9,2,"Durban, South Africa",Ward H,SRTM_1arc,Industrial,C,CurbInlet,ERA5,Low
25.224333,55.267213,22.12,7.9,57.3,11.1,10,"Dubai, UAE",Zone X,Copernicus_GLO-30_v2023,Commercial,B,GratedInlet,ERA5,Low
28.632464,77.322625,25.79,7.58,,43.8,25,"Delhi, India",Sector 28,Copernicus_GLO-30_v2023,Residential,B,Manhole,ERA5,Low
14.632851,120.918205,-3.0,,81.1,122.1,100,"Manila, Philippines",Sector 21,SRTM_3arc,Roads,C,OpenChannel,,High
25.289752,55.336821,2.28,1.79,146.9,13.7,25,"Dubai, UAE",Zone X,Copernicus_EEA-10_v5,Water,B,GratedInlet,Blended,Very High
22.546913,114.226135,11.42,7.67,146.5,70.1,5,"Shenzhen, China",Sector 24,Copernicus_EEA-10_v5,Industrial,A,CurbInlet,ERA5,Low
1.280166,103.828157,10.83,4.63,92.4,62.3,50,"Singapore, Singapore",Ward J,Copernicus_EEA-10_v5,Commercial,A,GratedInlet,Blended,Low
14.537242,121.007069,10.81,4.85,239.5,128.1,10,"Manila, Philippines",Sector 15,Copernicus_EEA-10_v5,Green,,Manhole,LocalGauge,Very High
18.444194,73.862385,90.15,9.85,273.3,52.4,50,"Pune, India",District 20,SRTM_1arc,Roads,A,,ERA5,Low
49.278027,-123.092482,-1.6,9.24,79.9,40.9,2,"Vancouver, Canada",Zone III,Copernicus_EEA-10_v5,Roads,C,CurbInlet,ERA5,High
18.471644,73.905362,45.18,8.22,,20.5,50,"Pune, India",Sector 23,Copernicus_GLO-30_v2023,Industrial,B,CurbInlet,Blended,Low
25.079574,121.505348,38.52,6.54,23.4,32.9,100,"Taipei, Taiwan",Zone IV,SRTM_1arc,Residential,D,CurbInlet,LocalGauge,Low
-29.813757,30.815757,32.67,8.6,59.6,33.4,25,"Durban, South Africa",Zone VIII,Copernicus_GLO-90_v2022,Commercial,B,CurbInlet,LocalGauge,Low
25.7316,-80.217966,,3.1,304.4,81.8,25,"Miami, USA",Sector 21,SRTM_1arc,Green,A,CurbInlet,ERA5,Moderate
22.647537,88.291138,46.75,5.68,175.7,30.8,25,"Kolkata, India",Zone IX,SRTM_3arc,Roads,D,OpenChannel,ERA5,Low
37.911131,23.757674,47.14,5.24,179.9,25.5,10,"Athens, Greece",Sector 29,Copernicus_GLO-30_v2023,Green,B,GratedInlet,Blended,Low
-36.848344,174.75701,86.35,5.73,171.1,41.2,2,"Auckland, New Zealand",Ward E,Copernicus_GLO-30_v2023,Residential,C,GratedInlet,LocalGauge,Low
-33.873525,18.560059,5.74,5.2,205.7,49.5,100,"Cape Town, South Africa",Zone III,Copernicus_EEA-10_v5,Water,B,CurbInlet,ERA5,High
17.344686,78.557904,72.66,7.66,158.1,38.4,5,"Hyderabad, India",Sector 27,Copernicus_GLO-90_v2022,Green,C,Manhole,Blended,Low
10.852161,106.725977,24.77,3.98,94.4,103.5,50,"Ho Chi Minh City, Vietnam",Borough Central,Copernicus_GLO-90_v2022,Roads,B,CurbInlet,Blended,Moderate
29.950659,-90.132452,11.32,3.74,222.8,14.8,5,"New Orleans, USA",Borough Hillside,Copernicus_EEA-10_v5,Green,B,Manhole,ERA5,Low
17.55357,78.593907,44.83,,46.6,21.1,5,"Hyderabad, India",Zone III,Copernicus_EEA-10_v5,Commercial,A,Manhole,ERA5,Low
20.964967,105.797097,52.4,5.25,146.0,63.2,10,"Hanoi, Vietnam",District 1,SRTM_3arc,Green,D,CurbInlet,ERA5,Low
22.657544,114.01175,29.04,9.93,68.1,99.0,5,"Shenzhen, China",Sector 25,SRTM_1arc,Industrial,D,CurbInlet,ERA5,Moderate
49.28164,-123.023055,27.54,,115.8,27.7,25,"Vancouver, Canada",Sector 26,Copernicus_GLO-30_v2023,Residential,B,GratedInlet,LocalGauge,Low
49.271834,-123.153985,9.18,3.32,315.5,23.9,25,"Vancouver, Canada",Ward D,Copernicus_GLO-30_v2023,Informal,A,GratedInlet,,Low
40.66335,-73.92624,34.72,6.94,2.8,41.9,2,"New York, USA",Borough East,SRTM_3arc,Residential,B,GratedInlet,,Low
-6.220979,106.830298,-3.0,8.94,194.3,59.8,10,"Jakarta, Indonesia",Ward B,SRTM_1arc,Commercial,A,OpenChannel,ERA5,High
55.752492,12.564916,,5.55,139.0,16.3,2,"Copenhagen, Denmark",Zone III,SRTM_1arc,Green,A,CurbInlet,,Low
40.935012,29.092144,83.05,10.0,115.9,24.0,50,"Istanbul, Türkiye",District 23,Copernicus_GLO-90_v2022,Commercial,C,CurbInlet,LocalGauge,Low
39.924458,-75.214648,66.86,9.7,102.8,51.2,25,"Philadelphia, USA",Sector 12,Copernicus_EEA-10_v5,Commercial,B,OpenChannel,Blended,Low
49.317634,-123.108809,21.69,4.09,95.5,56.8,25,"Vancouver, Canada",District 6,SRTM_3arc,Residential,A,Manhole,,Low
18.987762,72.833014,8.11,3.43,9.8,95.3,50,"Mumbai, India",Ward D,SRTM_1arc,Residential,C,Manhole,Blended,Very High
21.025306,105.828029,100.93,4.55,,55.1,10,"Hanoi, Vietnam",District 27,Copernicus_GLO-30_v2023,Green,C,Manhole,ERA5,Low
53.514386,9.941728,2.42,3.15,353.4,18.8,2,"Hamburg, Germany",Zone I,SRTM_1arc,Green,C,Manhole,ERA5,High
31.275797,121.467354,12.69,6.87,,92.2,10,"Shanghai, China",Zone II,Copernicus_EEA-10_v5,Commercial,B,OpenChannel,ERA5,Moderate
14.674282,120.970119,13.29,6.59,4.6,38.8,5,"Manila, Philippines",Borough South,SRTM_3arc,Roads,B,CurbInlet,Blended,Low
35.703458,51.495002,48.39,4.68,50.4,45.3,25,"Tehran, Iran",District 22,Copernicus_EEA-10_v5,Residential,D,Manhole,ERA5,Low
3.193663,101.71214,74.92,6.26,34.1,40.5,2,"Kuala Lumpur, Malaysia",Ward E,SRTM_1arc,Residential,D,Manhole,LocalGauge,Low
35.596028,139.691305,17.06,3.84,303.4,30.0,2,"Tokyo, Japan",District 23,SRTM_3arc,Green,C,OpenChannel,ERA5,Low
19.439423,-99.155878,,8.79,53.9,22.3,10,"Mexico City, Mexico",Zone IV,SRTM_1arc,Roads,C,CurbInlet,ERA5,Low
-1.284704,36.837861,47.2,4.77,24.9,31.3,2,"Nairobi, Kenya",District 30,SRTM_3arc,Residential,B,CurbInlet,LocalGauge,Low
37.96037,23.786262,43.66,4.73,43.6,51.3,5,"Athens, Greece",Ward D,Copernicus_GLO-30_v2023,Institutional,C,OpenChannel,ERA5,Low
14.577747,120.971288,-3.0,7.06,305.5,50.2,50,"Manila, Philippines",District 25,Copernicus_GLO-30_v2023,Residential,A,OpenChannel,Blended,High
-12.037439,-76.940324,-3.0,9.09,43.8,32.8,5,"Lima, Peru",Borough Central,Copernicus_GLO-30_v2023,Industrial,A,CurbInlet,LocalGauge,High
22.749871,88.378939,70.6,2.57,58.8,33.1,5,"Kolkata, India",District 24,SRTM_1arc,Residential,D,CurbInlet,ERA5,Very High
37.973256,23.752313,75.23,7.62,20.5,66.3,5,"Athens, Greece",Borough Old Town,SRTM_3arc,Residential,B,GratedInlet,ERA5,Low
25.147178,55.34666,69.76,3.8,104.7,13.3,25,"Dubai, UAE",Borough Harbor,Copernicus_GLO-90_v2022,Commercial,A,CurbInlet,ERA5,Low
-1.325473,36.752709,57.42,3.13,229.2,55.2,100,"Nairobi, Kenya",Zone VII,Copernicus_EEA-10_v5,Institutional,C,OpenChannel,LocalGauge,Low
28.733684,77.224409,49.06,7.41,0.3,29.4,5,"Delhi, India",Borough Old Town,Copernicus_GLO-30_v2023,Roads,D,Manhole,ERA5,Low
13.070731,80.295652,0.6,7.79,43.6,117.9,50,"Chennai, India",Ward H,Copernicus_GLO-90_v2022,Residential,A,OpenChannel,ERA5,High
1.407323,103.779475,7.84,9.11,49.4,56.8,2,"Singapore, Singapore",District 11,Copernicus_EEA-10_v5,Industrial,C,Manhole,,High
22.625375,114.124214,,9.34,127.5,107.8,25,"Shenzhen, China",Borough Old Town,Copernicus_GLO-30_v2023,Roads,C,Manhole,ERA5,Moderate
25.180777,55.367484,,8.17,247.5,13.1,10,"Dubai, UAE",Zone VII,SRTM_1arc,Residential,A,,IMD,Low
4.717888,-74.116387,110.57,5.08,36.2,54.7,50,"Bogotá, Colombia",District 22,Copernicus_GLO-90_v2022,Industrial,B,Manhole,Blended,Low
28.617247,77.109779,69.68,9.54,16.7,30.9,10,"Delhi, India",Borough East,Copernicus_EEA-10_v5,Commercial,A,Manhole,LocalGauge,Low
40.718008,-74.039586,11.78,11.07,205.2,35.1,2,"New York, USA",Zone VIII,Copernicus_EEA-10_v5,Commercial,C,OpenChannel,ERA5,Low
45.481854,-73.58664,,6.22,77.9,50.3,100,"Montreal, Canada",Sector 20,Copernicus_GLO-30_v2023,Industrial,B,CurbInlet,Blended,Low
41.498312,2.187095,1.34,5.24,91.6,18.8,10,"Barcelona, Spain",Zone IX,SRTM_3arc,Roads,D,GratedInlet,IMD,High
-36.842567,174.835616,15.03,9.13,82.4,20.8,10,"Auckland, New Zealand",District 17,Copernicus_GLO-30_v2023,Roads,D,CurbInlet,ERA5,Low
41.856548,12.609637,-3.0,6.28,72.5,17.6,2,"Rome, Italy",Sector 24,SRTM_1arc,Roads,C,Manhole,ERA5,High
38.926672,-76.991597,57.56,7.61,158.1,33.8,2,"Washington DC, USA",Borough Delta,SRTM_1arc,Roads,A,GratedInlet,ERA5,Low
18.550031,73.861598,49.34,7.17,24.4,17.8,25,"Pune, India",Zone X,SRTM_3arc,Industrial,D,Manhole,LocalGauge,Low
25.36351,51.3671,42.73,7.71,45.9,27.7,5,"Doha, Qatar",Borough Central,Copernicus_GLO-30_v2023,Industrial,C,Manhole,ERA5,Low
-27.441952,153.104409,54.15,7.65,83.9,36.2,50,"Brisbane, Australia",District 25,Copernicus_GLO-90_v2022,Roads,B,Manhole,ERA5,Low
41.85157,12.479182,72.52,4.97,428.7,28.5,5,"Rome, Italy",Sector 2,Copernicus_GLO-30_v2023,Green,C,OpenChannel,ERA5,Low
41.022895,28.899002,77.38,5.83,19.2,44.5,25,"Istanbul, Türkiye",District 7,SRTM_1arc,Commercial,A,OpenChannel,ERA5,Low
55.708036,12.591504,86.42,,7.2,37.0,50,"Copenhagen, Denmark",Sector 13,Copernicus_GLO-90_v2022,Residential,C,GratedInlet,LocalGauge,Low
40.696834,-73.96006,56.24,8.81,112.5,18.8,25,"New York, USA",Zone X,Copernicus_GLO-90_v2022,Industrial,D,Manhole,ERA5,Low
29.903257,-89.96409,32.19,2.2,177.0,48.0,5,"New Orleans, USA",Zone V,SRTM_3arc,Green,A,Manhole,Blended,Very High
14.688305,120.911848,17.91,3.61,122.8,46.3,5,"Manila, Philippines",Sector 20,SRTM_1arc,Roads,B,Manhole,ERA5,Low
55.637386,12.463057,-3.0,9.7,254.9,12.8,50,"Copenhagen, Denmark",Sector 20,SRTM_3arc,Commercial,B,OpenChannel,IMD,High
29.995263,-90.028266,19.84,8.28,224.0,32.3,5,"New Orleans, USA",Borough East,Copernicus_GLO-30_v2023,Industrial,D,OpenChannel,,Low
19.30931,-99.057294,71.25,3.12,63.9,32.5,25,"Mexico City, Mexico",District 28,SRTM_1arc,Residential,,Manhole,LocalGauge,Low
29.965805,-90.105716,10.38,5.88,27.1,20.4,10,"New Orleans, USA",Sector 19,Copernicus_EEA-10_v5,Roads,,GratedInlet,Blended,Low
14.606749,120.950813,14.89,5.54,,145.5,50,"Manila, Philippines",Ward K,Copernicus_GLO-30_v2023,Residential,B,CurbInlet,ERA5,Moderate
41.911641,12.575634,19.29,5.01,89.2,24.9,10,"Rome, Italy",Zone VIII,Copernicus_GLO-30_v2023,Residential,D,GratedInlet,Blended,Low
22.566326,114.00883,10.34,8.36,1.9,32.4,2,"Shenzhen, China",Ward I,Copernicus_GLO-30_v2023,Commercial,,Manhole,LocalGauge,Low
24.969632,121.450999,18.76,5.83,,51.7,5,"Taipei, Taiwan",Sector 20,SRTM_3arc,Commercial,B,Manhole,ERA5,Low
28.699304,77.201017,20.67,,364.8,16.9,100,"Delhi, India",Borough South,SRTM_1arc,Green,,OpenChannel,IMD,Low
37.563452,126.868098,43.54,4.24,205.6,25.8,2,"Seoul, South Korea",Zone X,Copernicus_EEA-10_v5,Green,C,CurbInlet,ERA5,Low
45.538737,-73.618238,63.01,2.66,157.5,36.7,25,"Montreal, Canada",Ward D,Copernicus_EEA-10_v5,Residential,D,GratedInlet,LocalGauge,Very High
-27.617391,153.023557,72.35,4.12,150.6,38.7,5,"Brisbane, Australia",Sector 19,Copernicus_GLO-90_v2022,Commercial,,Manhole,ERA5,Low
22.533959,114.096474,28.68,6.51,15.1,56.7,10,"Shenzhen, China",Borough East,SRTM_3arc,Residential,A,CurbInlet,Blended,Low
-33.997565,18.392941,49.16,,51.5,15.4,2,"Cape Town, South Africa",Ward F,Copernicus_GLO-90_v2022,Residential,D,,Blended,Low
-36.853111,174.846858,55.12,,12.7,12.9,2,"Auckland, New Zealand",Ward J,Copernicus_EEA-10_v5,Residential,D,CurbInlet,Blended,Low
13.044283,80.199049,15.3,5.29,277.1,78.9,25,"Chennai, India",Ward G,Copernicus_GLO-30_v2023,Green,A,CurbInlet,Blended,Low
14.822936,120.967162,-0.71,5.56,27.3,62.6,10,"Manila, Philippines",District 1,Copernicus_GLO-30_v2023,Residential,B,Manhole,ERA5,Very High
24.827221,67.138961,,3.81,10.2,49.8,10,"Karachi, Pakistan",Zone IX,Copernicus_EEA-10_v5,Commercial,B,GratedInlet,IMD,Low
41.81193,12.49272,62.61,5.63,105.6,43.8,25,"Rome, Italy",Borough Delta,Copernicus_EEA-10_v5,Roads,D,Manhole,,Low
3.218409,101.70542,50.93,3.1,61.0,118.3,5,"Kuala Lumpur, Malaysia",District 18,Copernicus_EEA-10_v5,Residential,B,Manhole,LocalGauge,Moderate
-36.844023,174.720016,-3.0,10.18,66.7,33.5,2,"Auckland, New Zealand",District 4,Copernicus_GLO-30_v2023,Commercial,A,Manhole,LocalGauge,High
28.633431,77.187809,139.09,6.4,114.5,20.2,100,"Delhi, India",Sector 2,SRTM_3arc,Industrial,A,GratedInlet,IMD,Low
-27.507652,152.908336,90.85,7.36,12.4,51.1,2,"Brisbane, Australia",Ward F,SRTM_3arc,Residential,,GratedInlet,ERA5,Low
23.115824,72.634627,0.56,4.81,,58.8,5,"Ahmedabad, India",Sector 15,Copernicus_GLO-30_v2023,Residential,C,CurbInlet,LocalGauge,High
6.997182,79.833708,7.91,,26.2,29.2,25,"Colombo, Sri Lanka",Borough Harbor,SRTM_3arc,Green,A,OpenChannel,LocalGauge,High
37.838897,-122.422256,136.89,1.4,156.3,63.1,2,"San Francisco, USA",Sector 29,SRTM_1arc,Water,D,OpenChannel,ERA5,Very High
6.522778,3.314364,13.99,5.49,46.4,59.1,5,"Lagos, Nigeria",District 4,Copernicus_GLO-30_v2023,Industrial,A,GratedInlet,,Low
40.522257,-74.015079,82.81,6.99,205.9,48.9,10,"New York, USA",Ward J,SRTM_1arc,Commercial,D,OpenChannel,IMD,Low
41.016583,28.943572,-3.0,9.67,,39.3,10,"Istanbul, Türkiye",Sector 27,SRTM_3arc,Commercial,,OpenChannel,ERA5,High
-33.836949,151.27067,6.35,7.09,,18.8,5,"Sydney, Australia",District 5,SRTM_1arc,Residential,D,Manhole,ERA5,High
-36.811232,174.763513,67.63,5.29,,44.6,10,"Auckland, New Zealand",Borough North,Copernicus_GLO-30_v2023,Industrial,,GratedInlet,ERA5,Low
40.994182,29.001332,87.31,,80.6,53.6,25,"Istanbul, Türkiye",Sector 5,SRTM_1arc,Roads,,CurbInlet,,Low
19.378011,-99.162304,-3.0,7.33,,41.3,2,"Mexico City, Mexico",Sector 18,SRTM_1arc,Roads,C,Manhole,ERA5,High
22.583611,88.348279,52.13,5.67,20.7,48.0,2,"Kolkata, India",Ward I,SRTM_3arc,Institutional,B,CurbInlet,,Low
19.122359,72.851145,7.75,,,60.9,5,"Mumbai, India",Borough Central,SRTM_3arc,Residential,A,GratedInlet,ERA5,High
23.787636,90.318316,36.13,4.39,186.2,35.9,2,"Dhaka, Bangladesh",Borough West,SRTM_1arc,Green,A,CurbInlet,Blended,Low
39.042299,-77.024956,-3.0,2.45,432.1,16.8,5,"Washington DC, USA",Borough Central,Copernicus_GLO-90_v2022,Residential,B,,Blended,High
4.695238,-74.196858,44.41,6.53,,56.3,5,"Bogotá, Colombia",Sector 1,SRTM_1arc,Commercial,B,OpenChannel,Blended,Low
-36.774273,174.803967,23.44,7.26,267.1,73.7,5,"Auckland, New Zealand",Sector 15,Copernicus_EEA-10_v5,Industrial,B,OpenChannel,,Low
24.963957,66.985398,,9.7,,25.2,25,"Karachi, Pakistan",Ward A,Copernicus_EEA-10_v5,Mixed,B,GratedInlet,,Low
14.675823,120.946278,15.34,6.21,116.5,63.6,5,"Manila, Philippines",District 29,SRTM_3arc,Roads,A,GratedInlet,,Low
-27.507544,153.069348,62.47,6.27,380.5,18.8,2,"Brisbane, Australia",Sector 26,SRTM_3arc,Institutional,D,Manhole,ERA5,Low
5.560207,-0.252295,-3.0,4.29,74.1,66.1,25,"Accra, Ghana",Sector 4,SRTM_1arc,Residential,B,GratedInlet,,High
48.88787,2.25333,40.5,,128.8,26.3,10,"Paris, France",Sector 8,SRTM_1arc,Green,,,ERA5,Low
25.049711,121.54844,80.96,7.21,83.9,54.3,5,"Taipei, Taiwan",Zone VI,Copernicus_GLO-30_v2023,Commercial,D,Manhole,ERA5,Low
25.021944,121.578472,72.7,6.02,,41.8,2,"Taipei, Taiwan",District 28,Copernicus_GLO-90_v2022,Industrial,,GratedInlet,ERA5,Low
22.334683,114.229712,0.14,4.98,65.0,117.4,50,"Hong Kong, China",District 21,SRTM_3arc,Industrial,,Manhole,LocalGauge,High
41.391097,2.191819,-3.0,6.94,23.5,30.1,25,"Barcelona, Spain",Zone IV,Copernicus_GLO-90_v2022,Mixed,C,GratedInlet,,High
19.457372,-99.22434,,6.12,32.9,24.1,2,"Mexico City, Mexico",Ward E,Copernicus_GLO-30_v2023,Residential,A,CurbInlet,ERA5,Low
34.675014,135.503691,11.75,,,49.2,50,"Osaka, Japan",District 17,Copernicus_GLO-30_v2023,Mixed,D,CurbInlet,ERA5,Low
25.15442,55.204265,88.08,3.21,35.6,16.2,5,"Dubai, UAE",Sector 26,SRTM_1arc,Residential,A,Manhole,IMD,Low
55.729662,12.540288,55.18,5.52,,15.3,25,"Copenhagen, Denmark",Ward F,SRTM_1arc,Residential,D,GratedInlet,ERA5,Low
25.281606,51.617506,35.13,,31.6,8.4,10,"Doha, Qatar",District 18,SRTM_1arc,Industrial,D,Manhole,Blended,Low
49.20617,-123.112924,-0.96,7.89,114.1,20.3,25,"Vancouver, Canada",District 25,Copernicus_GLO-30_v2023,Residential,B,CurbInlet,ERA5,High
20.974585,105.832202,10.77,8.68,56.1,150.0,50,"Hanoi, Vietnam",District 12,SRTM_1arc,Roads,,CurbInlet,Blended,Very High
48.889937,2.29555,58.5,,,34.8,5,"Paris, France",Borough Riverside,SRTM_1arc,Roads,,OpenChannel,Blended,Low
35.628516,139.642413,35.23,5.56,32.2,19.3,25,"Tokyo, Japan",Ward A,SRTM_1arc,Commercial,D,CurbInlet,ERA5,Low
